"Annexgårdsvej 11, Kirke Værløse, 3500 Værløse"
"Ivarsvej 7, 3500 Værløse"
"Kirke Værløsevej 43, 1. th, 3500 Værløse"
"Langkær Vænge 12, 3500 Værløse"
"Mosegård Park 23, 3500 Værløse"
"Nordvangsvej 4, 3500 Værløse"
"Ryetvej 19, 1. tv, 3500 Værløse"
"Ryetvej 81, st. mf, 3500 Værløse"
"Skolekrogen 15, 3500 Værløse"
"Skovgårds Alle 13, 2. th, 3500 Værløse"
"Sunesvej 14, 3500 Værløse"
"Søndergårdsvej 57, 3500 Værløse"
"Toftebo 13, 1. th, 3500 Værløse"
"Vesterbo 121, 3500 Værløse"
"Anemonevej 39, Hareskov, 3500 Værløse"
"Gammel Hareskovvej 311, 1. 1, Hareskov, 3500 Værløse"
"Pilehaven 6, Hareskov, 3500 Værløse"
"Skovmose Alle 3, Hareskov, 3500 Værløse"
"Vildrosevej 12, Hareskov, 3500 Værløse"
"Bringebakken 90, Jonstrup, 3500 Værløse"
"Birkegården 15, Kirke Værløse, 3500 Værløse"
"Dalsø Park 63, 3500 Værløse"
"Kastaniehaven 18, 3500 Værløse"
"Ryethøjvej 9, Kirke Værløse, 3500 Værløse"
"Tårnhøjgård 38, Kirke Værløse, 3500 Værløse"
"Bavnehøj Park 8, kl. 177, 3500 Værløse"
"Bavnestedet 149, 3500 Værløse"
"Bymidten 24, 3500 Værløse"
"Elsevej 28, 3500 Værløse"
"Gartnerkrogen 10, 3500 Værløse"
"Hyldevej 1A, 3500 Værløse"
"Højeloft Vænge 161, 3500 Værløse"
"Ivarsvej 8, 3500 Værløse"
"Kirke Værløsevej 43, 1. tv, 3500 Værløse"
"Langkær Vænge 13, 3500 Værløse"
"Mosegård Park 24, 3500 Værløse"
"Nordvangsvej 5, 3500 Værløse"
"Ryetvej 19, 2. mf, 3500 Værløse"
"Ryetvej 81, st. th, 3500 Værløse"
"Skolekrogen 16, 3500 Værløse"
"Skovgårds Alle 13, 2. tv, 3500 Værløse"
"Sunesvej 15, 3500 Værløse"
"Søndergårdsvej 58, 3500 Værløse"
"Toftebo 13, 1. tv, 3500 Værløse"
"Vesterbo 123, 3500 Værløse"
"Anemonevej 40A, Hareskov, 3500 Værløse"
"Gammel Hareskovvej 311, 1. 2, Hareskov, 3500 Værløse"
"Pilehaven 7, Hareskov, 3500 Værløse"
"Rolighedsvej 19, Hareskov, 3500 Værløse"
"Vildrosevej 13, Hareskov, 3500 Værløse"
"Bringehusene 1, Jonstrup, 3500 Værløse"
"Birkegården 16, Kirke Værløse, 3500 Værløse"
"Kastaniehaven 19, 3500 Værløse"
"Ryethøjvej 11, Kirke Værløse, 3500 Værløse"
"Tårnhøjgård 39, Kirke Værløse, 3500 Værløse"
"Bavnehøj Park 8, kl. 178, 3500 Værløse"
"Bavnestedet 151, 3500 Værløse"
"Bymidten 25, 3500 Værløse"
"Elsevej 29, 3500 Værløse"
"Hyldevej 1B, 3500 Værløse"
"Højeloft Vænge 162, 3500 Værløse"
"Ivarsvej 9, 3500 Værløse"
"Kirke Værløsevej 43, 2. th, 3500 Værløse"
"Langkær Vænge 14, 3500 Værløse"
"Mosegård Park 25, 3500 Værløse"
"Nordvangsvej 6, 3500 Værløse"
"Ryetvej 19, 2. th, 3500 Værløse"
"Ryetvej 81, st. tv, 3500 Værløse"
"Skolekrogen 17, 3500 Værløse"
"Skovgårds Alle 14, st. th, 3500 Værløse"
"Sunesvej 16, 3500 Værløse"
"Søndergårdsvej 59, 3500 Værløse"
"Toftebo 13, 2. th, 3500 Værløse"
"Vesterbo 125, 3500 Værløse"
"Anemonevej 40B, Hareskov, 3500 Værløse"
"Gammel Hareskovvej 311, 1. 3, Hareskov, 3500 Værløse"
"Pilehaven 8, Hareskov, 3500 Værløse"
"Rolighedsvej 20A, Hareskov, 3500 Værløse"
"Vildrosevej 14, Hareskov, 3500 Værløse"
"Bringehusene 2, Jonstrup, 3500 Værløse"
"Birkegården 17, Kirke Værløse, 3500 Værløse"
"Dalsø Park 65, 3500 Værløse"
"Kastaniehaven 20, 3500 Værløse"
"Ryethøjvej 12, Kirke Værløse, 3500 Værløse"
"Tårnhøjgård 40, Kirke Værløse, 3500 Værløse"
"Bavnehøj Park 8, kl. 179, 3500 Værløse"
"Bavnestedet 153, 3500 Værløse"
"Bymidten 26, 3500 Værløse"
"Elsevej 30, 3500 Værløse"
"Gartnerkrogen 12, 3500 Værløse"
"Hyldevej 2, 3500 Værløse"
"Højeloft Vænge 163, 3500 Værløse"
"Ivarsvej 10, 3500 Værløse"
"Kirke Værløsevej 43, 2. tv, 3500 Værløse"
"Langkær Vænge 15, 3500 Værløse"
"Mosegård Park 26, 3500 Værløse"
"Nordvangsvej 7, 3500 Værløse"
"Ryetvej 19, 2. tv, 3500 Værløse"
"Ryetvej 81, 1. th, 3500 Værløse"
"Skolekrogen 18, 3500 Værløse"
"Skovgårds Alle 14, st. tv, 3500 Værløse"
"Sunesvej 17, 3500 Værløse"
"Søndergårdsvej 60, 3500 Værløse"
"Toftebo 13, 2. tv, 3500 Værløse"
"Vesterbo 127, 3500 Værløse"
"Anemonevej 41, Hareskov, 3500 Værløse"
"Gammel Hareskovvej 313, Hareskov, 3500 Værløse"
"Pilehaven 9, Hareskov, 3500 Værløse"
"Vildrosevej 15, Hareskov, 3500 Værløse"
"Bringehusene 3, Jonstrup, 3500 Værløse"
"Birkegården 18, Kirke Værløse, 3500 Værløse"
"Dalsø Park 66, 3500 Værløse"
"Kastaniehaven 21, 3500 Værløse"
"Rønnebærhaven 1, 3500 Værløse"
"Tårnhøjgård 41, Kirke Værløse, 3500 Værløse"
"Bavnehøj Park 8, kl. 180, 3500 Værløse"
"Bavnestedet 155, 3500 Værløse"
"Bymidten 27, 3500 Værløse"
"Elsevej 31, 3500 Værløse"
"Gartnerkrogen 13, 3500 Værløse"
"Hyldevej 3, 3500 Værløse"
"Højeloft Vænge 164, 3500 Værløse"
"Ivarsvej 11, 3500 Værløse"
"Kirke Værløsevej 43, 3. th, 3500 Værløse"
"Langkær Vænge 16, 3500 Værløse"
"Mosegård Park 27, 3500 Værløse"
"Nordvangsvej 8, 3500 Værløse"
"Ryetvej 21, st. mf, 3500 Værløse"
"Ryetvej 81, 1. tv, 3500 Værløse"
"Skolekrogen 19, 3500 Værløse"
"Skovgårds Alle 14, 1. th, 3500 Værløse"
"Sunesvej 19, 3500 Værløse"
"Søndergårdsvej 61, 3500 Værløse"
"Toftebo 14, st. th, 3500 Værløse"
"Vesterbo 129, 3500 Værløse"
"Gammel Hareskovvej 315A, Hareskov, 3500 Værløse"
"Pilehaven 10, Hareskov, 3500 Værløse"
"Rolighedsvej 21, Hareskov, 3500 Værløse"
"Vildrosevej 16, Hareskov, 3500 Værløse"
"Bringehusene 4, Jonstrup, 3500 Værløse"
"Birkegården 19, Kirke Værløse, 3500 Værløse"
"Dalsø Park 67, 3500 Værløse"
"Kastaniehaven 22, 3500 Værløse"
"Rønnebærhaven 2, 3500 Værløse"
"Tårnhøjgård 42, Kirke Værløse, 3500 Værløse"
"Bavnehøj Park 8, kl. 181, 3500 Værløse"
"Bavnestedet 157, 3500 Værløse"
"Bymidten 28, 3500 Værløse"
"Elsevej 32, 3500 Værløse"
"Gartnerkrogen 14, 3500 Værløse"
"Hyldevej 4, 3500 Værløse"
"Højeloft Vænge 165, 3500 Værløse"
"Ivarsvej 12, 3500 Værløse"
"Kirke Værløsevej 43, 3. tv, 3500 Værløse"
"Langkær Vænge 17, 3500 Værløse"
"Mosegård Park 28, 3500 Værløse"
"Nordvangsvej 9, 3500 Værløse"
"Ryetvej 21, st. th, 3500 Værløse"
"Ryetvej 81, 2. th, 3500 Værløse"
"Skolekrogen 20, 3500 Værløse"
"Skovgårds Alle 14, 1. tv, 3500 Værløse"
"Syvstjernehusene 1, 3500 Værløse"
"Søndergårdsvej 62, 3500 Værløse"
"Toftebo 14, st. tv, 3500 Værløse"
"Vesterbo 131, 3500 Værløse"
"Pilehaven 11, Hareskov, 3500 Værløse"
"Rolighedsvej 22, Hareskov, 3500 Værløse"
"Vildrosevej 17, Hareskov, 3500 Værløse"
"Ravnehusvej 22, Hareskov, 3500 Værløse"
"Bringehusene 5, Jonstrup, 3500 Værløse"
"Dalsø Park 68, 3500 Værløse"
"Kastaniehaven 23, 3500 Værløse"
"Rønnebærhaven 3, 3500 Værløse"
"Værløse Gydevej 1, Kirke Værløse, 3500 Værløse"
"Bavnehøj Park 8, kl. 182, 3500 Værløse"
"Bymidten 29, 3500 Værløse"
"Elsevej 33, 3500 Værløse"
"Gartnerkrogen 15, 3500 Værløse"
"Hyldevej 5, 3500 Værløse"
"Højeloft Vænge 166, 3500 Værløse"
"Ivarsvej 13, 3500 Værløse"
"Kirke Værløsevej 44A, 3500 Værløse"
"Langkær Vænge 18, 3500 Værløse"
"Mosegård Park 30, 3500 Værløse"
"Nordvangsvej 10, 3500 Værløse"
"Ryetvej 21, st. tv, 3500 Værløse"
"Ryetvej 81, 2. tv, 3500 Værløse"
"Skolekrogen 21, 3500 Værløse"
"Skovgårds Alle 14, 2. th, 3500 Værløse"
"Syvstjernehusene 2, 3500 Værløse"
"Søndergårdsvej 63, 3500 Værløse"
"Toftebo 14, 1. th, 3500 Værløse"
"Vesterbo 133, 3500 Værløse"
"Anemonevej 44, Hareskov, 3500 Værløse"
"Pilehaven 12, Hareskov, 3500 Værløse"
"Rolighedsvej 23A, Hareskov, 3500 Værløse"
"Vildrosevej 18, Hareskov, 3500 Værløse"
"Hyldevej 6, 3500 Værløse"
"Bringehusene 6, Jonstrup, 3500 Værløse"
"Jonstrupvangvej 141, Jonstrup, 3500 Værløse"
"Birkegården 21, Kirke Værløse, 3500 Værløse"
"Dalsø Park 69, 3500 Værløse"
"Kastaniehaven 24, 3500 Værløse"
"Rønnebærhaven 4, 3500 Værløse"
"Værløse Gydevej 2, Kirke Værløse, 3500 Værløse"
"Bavnehøj Park 8, kl. 183, 3500 Værløse"
"Birgersvej 2, 3500 Værløse"
"Bymidten 30, 3500 Værløse"
"Elsevej 34, 3500 Værløse"
"Gartnerkrogen 16, 3500 Værløse"
"Ivarsvej 15, 3500 Værløse"
"Kirke Værløsevej 44B, 3500 Værløse"
"Langkær Vænge 19, 3500 Værløse"
"Mosegård Park 32, 3500 Værløse"
"Nordvangsvej 11, 3500 Værløse"
"Ryetvej 21, 1. mf, 3500 Værløse"
"Ryetvej 83, st. mf, 3500 Værløse"
"Skolekrogen 22, 3500 Værløse"
"Skovgårds Alle 14, 2. tv, 3500 Værløse"
"Syvstjernehusene 3, 3500 Værløse"
"Søndergårdsvej 65, 3500 Værløse"
"Toftebo 14, 1. tv, 3500 Værløse"
"Anemonevej 45, Hareskov, 3500 Værløse"
"Pilevænget 1, Hareskov, 3500 Værløse"
"Rolighedsvej 23B, Hareskov, 3500 Værløse"
"Skovmose Alle 7, Hareskov, 3500 Værløse"
"Vildrosevej 19, Hareskov, 3500 Værløse"
"Bringehusene 7, Jonstrup, 3500 Værløse"
"Jonstrupvangvej 143, Jonstrup, 3500 Værløse"
"Birkegården 22, Kirke Værløse, 3500 Værløse"
"Kastaniehaven 25, 3500 Værløse"
"Rønnebærhaven 5, 3500 Værløse"
"Værløse Gydevej 3, Kirke Værløse, 3500 Værløse"
"Bavnehøj Park 8, kl. 184, 3500 Værløse"
"Birgersvej 3, 3500 Værløse"
"Bymidten 31, 3500 Værløse"
"Elsevej 35, 3500 Værløse"
"Gartnerkrogen 17, 3500 Værløse"
"Hyldevej 7, 3500 Værløse"
"Højeloft Vænge 168, 3500 Værløse"
"Ivarsvej 17, 3500 Værløse"
"Kirke Værløsevej 45, st. mf, 3500 Værløse"
"Langkær Vænge 20, 3500 Værløse"
"Mosegård Park 34, 3500 Værløse"
"Nordvangsvej 12, 3500 Værløse"
"Ryetvej 21, 1. th, 3500 Værløse"
"Ryetvej 83, st. th, 3500 Værløse"
"Skolekrogen 23, 3500 Værløse"
"Skovgårds Alle 15, st. mf, 3500 Værløse"
"Syvstjernehusene 4, 3500 Værløse"
"Søndergårdsvej 67, 3500 Værløse"
"Toftebo 14, 2. th, 3500 Værløse"
"Vesterbo 137, 3500 Værløse"
"Anemonevej 47, Hareskov, 3500 Værløse"
"Gammel Hareskovvej 325, Hareskov, 3500 Værløse"
"Pilevænget 2, Hareskov, 3500 Værløse"
"Rolighedsvej 24, Hareskov, 3500 Værløse"
"Skovmose Alle 8, Hareskov, 3500 Værløse"
"Vildrosevej 20, Hareskov, 3500 Værløse"
"Bringehusene 8, Jonstrup, 3500 Værløse"
"Jonstrupvangvej 145, Jonstrup, 3500 Værløse"
"Birkegården 23, Kirke Værløse, 3500 Værløse"
"Dalsø Park 71, 3500 Værløse"
"Kastaniehaven 26, 3500 Værløse"
"Rønnebærhaven 6, 3500 Værløse"
"Værløse Gydevej 4, Kirke Værløse, 3500 Værløse"
"Bavnehøj Park 8, kl. 185, 3500 Værløse"
"Birgersvej 4, 3500 Værløse"
"Bymidten 33, 3500 Værløse"
"Elsevej 36, 3500 Værløse"
"Gartnerkrogen 18, 3500 Værløse"
"Hyldevej 8A, 3500 Værløse"
"Højeloft Vænge 169, 3500 Værløse"
"Ivarsvej 19, 3500 Værløse"
"Kirke Værløsevej 45, st. th, 3500 Værløse"
"Langkær Vænge 21, 3500 Værløse"
"Mosegård Park 35, 3500 Værløse"
"Nordvangsvej 13, 3500 Værløse"
"Ryetvej 21, 1. tv, 3500 Værløse"
"Ryetvej 83, st. tv, 3500 Værløse"
"Skolekrogen 24, 3500 Værløse"
"Skovgårds Alle 15, st. th, 3500 Værløse"
"Syvstjernehusene 5, 3500 Værløse"
"Toftebo 14, 2. tv, 3500 Værløse"
"Vesterbo 139, 3500 Værløse"
"Anemonevej 49, Hareskov, 3500 Værløse"
"Pilevænget 3, Hareskov, 3500 Værløse"
"Rolighedsvej 25, Hareskov, 3500 Værløse"
"Skovmose Alle 9, Hareskov, 3500 Værløse"
"Vildrosevej 21, Hareskov, 3500 Værløse"
"Tværbanen 4A, Jonstrup, 3500 Værløse"
"Jonstrupvangvej 147, Jonstrup, 3500 Værløse"
"Birkegården 24, Kirke Værløse, 3500 Værløse"
"Kastaniehaven 27, 3500 Værløse"
"Rønnebærhaven 7, 3500 Værløse"
"Bavnehøj Park 8, kl. 186, 3500 Værløse"
"Birgersvej 5, 3500 Værløse"
"Bymidten 34, 3500 Værløse"
"Elsevej 37, 3500 Værløse"
"Gartnerkrogen 19, 3500 Værløse"
"Hyldevej 8B, 3500 Værløse"
"Højeloft Vænge 170, 3500 Værløse"
"Jomfrubakken 1, 3500 Værløse"
"Kirke Værløsevej 45, st. tv, 3500 Værløse"
"Langkær Vænge 22, 3500 Værløse"
"Mosegård Park 36, 3500 Værløse"
"Nordvangsvej 14, 3500 Værløse"
"Ryetvej 21, 2. mf, 3500 Værløse"
"Ryetvej 83, 1. th, 3500 Værløse"
"Skolekrogen 25, 3500 Værløse"
"Skovgårds Alle 15, st. tv, 3500 Værløse"
"Syvstjernehusene 6, 3500 Værløse"
"Søndergårdsvej 69A, 3500 Værløse"
"Toftebo 15, st. th, 3500 Værløse"
"Vesterbo 141, 3500 Værløse"
"Anemonevej 50, Hareskov, 3500 Værløse"
"Gammel Hareskovvej 329, Hareskov, 3500 Værløse"
"Pilevænget 4, Hareskov, 3500 Værløse"
"Rolighedsvej 26, Hareskov, 3500 Værløse"
"Skovmose Alle 10, Hareskov, 3500 Værløse"
"Vildrosevej 22, Hareskov, 3500 Værløse"
"Jonstrupvangvej 149, st., Jonstrup, 3500 Værløse"
"Birkegården 25, Kirke Værløse, 3500 Værløse"
"Dalsø Park 73, 3500 Værløse"
"Kastaniehaven 28, 3500 Værløse"
"Rønnebærhaven 8, 3500 Værløse"
"Bavnehøj Park 8, st. 1, 3500 Værløse"
"Birgersvej 6, 3500 Værløse"
"Bymidten 35A, 1., 3500 Værløse"
"Elsevej 38, 3500 Værløse"
"Gartnerkrogen 20, 3500 Værløse"
"Hyldevej 9, 3500 Værløse"
"Højeloft Vænge 171, 3500 Værløse"
"Jomfrubakken 2, 3500 Værløse"
"Kirke Værløsevej 45, 1. th, 3500 Værløse"
"Langkær Vænge 23, 3500 Værløse"
"Mosegård Park 37, 3500 Værløse"
"Ny Vestergårdsvej 1, 3500 Værløse"
"Ryetvej 21, 2. th, 3500 Værløse"
"Ryetvej 83, 1. tv, 3500 Værløse"
"Skolekrogen 26, 3500 Værløse"
"Skovgårds Alle 15, 1. mf, 3500 Værløse"
"Syvstjernehusene 7, 3500 Værløse"
"Toftebo 15, st. tv, 3500 Værløse"
"Vesterbo 143, 3500 Værløse"
"Anemonevej 51, Hareskov, 3500 Værløse"
"Gammel Hareskovvej 330, Hareskov, 3500 Værløse"
"Pilevænget 5, Hareskov, 3500 Værløse"
"Rolighedsvej 27, Hareskov, 3500 Værløse"
"Skovmose Alle 11, Hareskov, 3500 Værløse"
"Vildrosevej 23, Hareskov, 3500 Værløse"
"Gammel Hareskovvej 331, st. 1, Hareskov, 3500 Værløse"
"Jonstrupvangvej 149, 1., Jonstrup, 3500 Værløse"
"Birkegården 26A, Kirke Værløse, 3500 Værløse"
"Dalsø Park 74, 3500 Værløse"
"Kastaniehaven 29, 3500 Værløse"
"Rønnebærhaven 9, 3500 Værløse"
"Bavnehøj Park 8, st. 2, 3500 Værløse"
"Birgersvej 8, 3500 Værløse"
"Bymidten 35B, 1., 3500 Værløse"
"Elsevej 40, 3500 Værløse"
"Gartnerkrogen 21, 3500 Værløse"
"Hyldevej 10, 3500 Værløse"
"Højeloft Vænge 172, 3500 Værløse"
"Jomfrubakken 3A, 3500 Værløse"
"Kirke Værløsevej 45, 1. tv, 3500 Værløse"
"Langkær Vænge 24, 3500 Værløse"
"Ny Vestergårdsvej 2, 3500 Værløse"
"Ryetvej 21, 2. tv, 3500 Værløse"
"Ryetvej 83, 2. th, 3500 Værløse"
"Skolekrogen 27, 3500 Værløse"
"Skovgårds Alle 15, 1. th, 3500 Værløse"
"Syvstjernehusene 8, 3500 Værløse"
"Søndergårdsvej 70, 3500 Værløse"
"Toftebo 15, 1. th, 3500 Værløse"
"Vesterbo 145, 3500 Værløse"
"Anemonevej 52, Hareskov, 3500 Værløse"
"Pilevænget 6, Hareskov, 3500 Værløse"
"Rolighedsvej 28, Hareskov, 3500 Værløse"
"Vildrosevej 24, Hareskov, 3500 Værløse"
"Jonstrupvangvej 159, Jonstrup, 3500 Værløse"
"Birkegården 26B, Kirke Værløse, 3500 Værløse"
"Dalsø Park 75, 3500 Værløse"
"Kastaniehaven 30, 3500 Værløse"
"Rønnebærhaven 10, 3500 Værløse"
"Bavnehøj Park 8, st. 3, 3500 Værløse"
"Birkedalshusene 1, 3500 Værløse"
"Bymidten 35C, 1., 3500 Værløse"
"Elsevej 42, 3500 Værløse"
"Gartnerkrogen 22, 3500 Værløse"
"Hyldevej 11, 3500 Værløse"
"Højeloft Vænge 173, 3500 Værløse"
"Jomfrubakken 3B, 3500 Værløse"
"Kirke Værløsevej 45, 2. th, 3500 Værløse"
"Langkær Vænge 25, 3500 Værløse"
"Mosegård Park 39, 3500 Værløse"
"Ny Vestergårdsvej 3, 3500 Værløse"
"Ryetvej 23, st. mf, 3500 Værløse"
"Ryetvej 83, 2. tv, 3500 Værløse"
"Skolekrogen 28, 3500 Værløse"
"Skovgårds Alle 15, 1. tv, 3500 Værløse"
"Syvstjernehusene 9, 3500 Værløse"
"Toftebo 15, 1. tv, 3500 Værløse"
"Vesterbo 147, 3500 Værløse"
"Anemonevej 53, Hareskov, 3500 Værløse"
"Gammel Hareskovvej 331, st. 2, Hareskov, 3500 Værløse"
"Pilevænget 7, Hareskov, 3500 Værløse"
"Rolighedsvej 29A, Hareskov, 3500 Værløse"
"Skovmose Alle 14, Hareskov, 3500 Værløse"
"Vildrosevej 25, Hareskov, 3500 Værløse"
"Egekrogen 2, 3500 Værløse"
"Birkegården 27, Kirke Værløse, 3500 Værløse"
"Dalsø Park 76, 3500 Værløse"
"Kastaniehaven 31, 3500 Værløse"
"Rønnebærhaven 11, 3500 Værløse"
"Bavnehøj Park 8, st. 4, 3500 Værløse"
"Birkedalshusene 2, 3500 Værløse"
"Bymidten 35D, 1., 3500 Værløse"
"Elsevej 44, 3500 Værløse"
"Gartnerkrogen 23, 3500 Værløse"
"Hyldevej 12, 3500 Værløse"
"Højeloft Vænge 174, 3500 Værløse"
"Jomfrubakken 3C, 3500 Værløse"
"Kirke Værløsevej 45, 2. tv, 3500 Værløse"
"Langkær Vænge 26, 3500 Værløse"
"Mosegård Park 40, 3500 Værløse"
"Ny Vestergårdsvej 4, 3500 Værløse"
"Ryetvej 23, st. th, 3500 Værløse"
"Ryetvej 85, st. mf, 3500 Værløse"
"Skolekrogen 29, 3500 Værløse"
"Skovgårds Alle 15, 2. mf, 3500 Værløse"
"Syvstjernehusene 10, 3500 Værløse"
"Søndergårdsvej 72, 3500 Værløse"
"Toftebo 15, 2. th, 3500 Værløse"
"Vesterbo 149, 3500 Værløse"
"Anemonevej 55, Hareskov, 3500 Værløse"
"Gammel Hareskovvej 331, 1., Hareskov, 3500 Værløse"
"Pilevænget 8, Hareskov, 3500 Værløse"
"Rolighedsvej 29B, Hareskov, 3500 Værløse"
"Vildrosevej 26, Hareskov, 3500 Værløse"
"Egekrogen 3, 3500 Værløse"
"Jonstrupvej 258B, Jonstrup, 3500 Værløse"
"Birkegården 28, Kirke Værløse, 3500 Værløse"
"Dalsø Park 77, 3500 Værløse"
"Kastaniehaven 32, 3500 Værløse"
"Rønnebærhaven 12, 3500 Værløse"
"Bavnehøj Park 8, 1. 1, 3500 Værløse"
"Birkedalshusene 3, 3500 Værløse"
"Bymidten 36, 1. a, 3500 Værløse"
"Elsevej 46, 3500 Værløse"
"Gartnerkrogen 24, 3500 Værløse"
"Hyldevej 13, 3500 Værløse"
"Højeloft Vænge 175, 3500 Værløse"
"Jomfrubakken 3D, 3500 Værløse"
"Kirke Værløsevej 45, 3. th, 3500 Værløse"
"Langkær Vænge 27, 3500 Værløse"
"Mosegård Park 41, 3500 Værløse"
"Ny Vestergårdsvej 5, 3500 Værløse"
"Ryetvej 23, st. tv, 3500 Værløse"
"Ryetvej 85, st. th, 3500 Værløse"
"Skolekrogen 30, 3500 Værløse"
"Skovgårds Alle 15, 2. th, 3500 Værløse"
"Syvstjernehusene 11, 3500 Værløse"
"Søndergårdsvej 73A, 3500 Værløse"
"Toftebo 15, 2. tv, 3500 Værløse"
"Bakkekær 2, Hareskov, 3500 Værløse"
"Gammel Hareskovvej 333, kl., Hareskov, 3500 Værløse"
"Pilevænget 9, Hareskov, 3500 Værløse"
"Rolighedsvej 30, Hareskov, 3500 Værløse"
"Skovmose Alle 17, Hareskov, 3500 Værløse"
"Vildrosevej 27, Hareskov, 3500 Værløse"
"Egekrogen 4, 3500 Værløse"
"Jonstrupvej 258C, Jonstrup, 3500 Værløse"
"Birkegården 29, Kirke Værløse, 3500 Værløse"
"Dalsø Park 78, 3500 Værløse"
"Kastaniehaven 34, 3500 Værløse"
"Rønnebærhaven 13, 3500 Værløse"
"Bavnehøj Park 8, 1. 2, 3500 Værløse"
"Birkedalshusene 4, 3500 Værløse"
"Bymidten 36, 1. b, 3500 Værløse"
"Elsevej 48, 3500 Værløse"
"Gartnerkrogen 25, 3500 Værløse"
"Højbovænge 1, 3500 Værløse"
"Højeloft Vænge 176, 3500 Værløse"
"Jomfrubakken 3E, 3500 Værløse"
"Kirke Værløsevej 45, 3. tv, 3500 Værløse"
"Langkær Vænge 28, 3500 Værløse"
"Mosegård Park 42, 3500 Værløse"
"Ny Vestergårdsvej 6, 3500 Værløse"
"Ryetvej 23, 1. mf, 3500 Værløse"
"Ryetvej 85, st. tv, 3500 Værløse"
"Skolekrogen 31, 3500 Værløse"
"Skovgårds Alle 15, 2. tv, 3500 Værløse"
"Syvstjernehusene 12, 3500 Værløse"
"Søndergårdsvej 73B, 3500 Værløse"
"Toftebo 16, st. th, 3500 Værløse"
"Vesterbo 153, 3500 Værløse"
"Bakkekær 4, Hareskov, 3500 Værløse"
"Gammel Hareskovvej 333, st., Hareskov, 3500 Værløse"
"Pilevænget 10, Hareskov, 3500 Værløse"
"Rolighedsvej 31, Hareskov, 3500 Værløse"
"Skovmose Alle 18, Hareskov, 3500 Værløse"
"Egekrogen 6, 3500 Værløse"
"Jonstrupvej 260A, Jonstrup, 3500 Værløse"
"Birkegården 30, Kirke Værløse, 3500 Værløse"
"Dalsø Park 79, 3500 Værløse"
"Kastaniehaven 36, 3500 Værløse"
"Rønnebærhaven 14, 3500 Værløse"
"Bavnehøj Park 8, 1. 3, 3500 Værløse"
"Birkedalshusene 5, 3500 Værløse"
"Bymidten 36, 1. c, 3500 Værløse"
"Elsevej 50, 3500 Værløse"
"Gartnerkrogen 26, 3500 Værløse"
"Højbovænge 2, 3500 Værløse"
"Højeloft Vænge 177, 3500 Værløse"
"Jomfrubakken 3F, 3500 Værløse"
"Kirke Værløsevej 46, 3500 Værløse"
"Langkær Vænge 29, 3500 Værløse"
"Mosegård Park 43, 3500 Værløse"
"Ny Vestergårdsvej 8, 3500 Værløse"
"Ryetvej 23, 1. th, 3500 Værløse"
"Ryetvej 85, 1. th, 3500 Værløse"
"Skolekrogen 32, 3500 Værløse"
"Skovgårds Alle 16, st. th, 3500 Værløse"
"Syvstjernehusene 13, 3500 Værløse"
"Søndergårdsvej 75, 3500 Værløse"
"Toftebo 16, st. tv, 3500 Værløse"
"Vesterbo 155, 3500 Værløse"
"Bakkekær 5, Hareskov, 3500 Værløse"
"Gammel Hareskovvej 333, 1., Hareskov, 3500 Værløse"
"Pilevænget 11, Hareskov, 3500 Værløse"
"Rolighedsvej 32, Hareskov, 3500 Værløse"
"Skovmose Alle 19, Hareskov, 3500 Værløse"
"Vildrosevej 29, Hareskov, 3500 Værløse"
"Egekrogen 8, 3500 Værløse"
"Jonstrupvej 260B, Jonstrup, 3500 Værløse"
"Birkegården 31, Kirke Værløse, 3500 Værløse"
"Dalsø Park 80, 3500 Værløse"
"Kastaniehaven 38, 3500 Værløse"
"Rønnebærhaven 15, 3500 Værløse"
"Bavnehøj Park 8, 1. 4, 3500 Værløse"
"Birkedalshusene 6, 3500 Værløse"
"Bymidten 36, 1. d, 3500 Værløse"
"Elsevej 52, 3500 Værløse"
"Gartnerkrogen 27, 3500 Værløse"
"Højbovænge 3, 3500 Værløse"
"Højeloft Vænge 178, 3500 Værløse"
"Jomfrubakken 3G, 3500 Værløse"
"Kirke Værløsevej 47, st. mf, 3500 Værløse"
"Langkær Vænge 30, 3500 Værløse"
"Mosegård Park 44, 3500 Værløse"
"Ny Vestergårdsvej 9, 3500 Værløse"
"Ryetvej 23, 1. tv, 3500 Værløse"
"Ryetvej 85, 1. tv, 3500 Værløse"
"Skolekrogen 33, 3500 Værløse"
"Skovgårds Alle 16, st. tv, 3500 Værløse"
"Syvstjernehusene 14, 3500 Værløse"
"Søndergårdsvej 77, 3500 Værløse"
"Toftebo 16, 1. th, 3500 Værløse"
"Vesterbo 157, 3500 Værløse"
"Bakkekær 6, Hareskov, 3500 Værløse"
"Gammel Hareskovvej 333, 2., Hareskov, 3500 Værløse"
"Poppel Alle 3, Hareskov, 3500 Værløse"
"Rolighedsvej 33, Hareskov, 3500 Værløse"
"Vildrosevej 30, Hareskov, 3500 Værløse"
"Egekrogen 10A, 3500 Værløse"
"Jonstrupvej 260C, Jonstrup, 3500 Værløse"
"Birkegården 32, Kirke Værløse, 3500 Værløse"
"Dalsø Park 81, 3500 Værløse"
"Kastaniehaven 40, 3500 Værløse"
"Rønnebærhaven 16, 3500 Værløse"
"Bavnehøj Park 9, kl. 187, 3500 Værløse"
