"Granlyet 2, 3540 Lynge"
"Vassingerød Bygade 11B, 3540 Lynge"
"Baunebakken 9, 3540 Lynge"
"Farremosen 31, 3540 Lynge"
"Vassingerødvej 88, 1., 3540 Lynge"
"Hillerødvej 47, 3540 Lynge"
"Bastrupvej 28, 3540 Lynge"
"Bastrupvej 6B, 3540 Lynge"
"Højrisvej 15, 3540 Lynge"
"Lynge Bygade 49, 3540 Lynge"
"Tofteengen 6, 3540 Lynge"
"Vassingerødvej 24, 3540 Lynge"
"Nørre-Herlevvej 1B, Uvelse, 3540 Lynge"
"Vassingerødvej 75, 3540 Lynge"
"Vassingerødvej 71, 3540 Lynge"
"Nørre-Herlevvej 1A, Uvelse, 3540 Lynge"
"Julemosegård 41, 3540 Lynge"
"Julemosegård 1, 3540 Lynge"
"Julemosegård 3, 3540 Lynge"
"Julemosegård 5, 3540 Lynge"
"Julemosegård 167, 3540 Lynge"
"Julemosegård 7, 3540 Lynge"
"Julemosegård 165, 3540 Lynge"
"Julemosegård 9, 3540 Lynge"
"Julemosegård 9, st., 3540 Lynge"
"Julemosegård 163, 3540 Lynge"
"Julemosegård 11, 3540 Lynge"
"Julemosegård 161, 3540 Lynge"
"Julemosegård 13, 3540 Lynge"
"Julemosegård 159, 3540 Lynge"
"Julemosegård 157, 3540 Lynge"
"Julemosegård 15, 3540 Lynge"
"Julemosegård 19, 3540 Lynge"
"Julemosegård 151, 3540 Lynge"
"Julemosegård 149, 3540 Lynge"
"Julemosegård 15, st., 3540 Lynge"
"Julemosegård 155, 3540 Lynge"
"Julemosegård 17, 3540 Lynge"
"Julemosegård 153, 3540 Lynge"
"Julemosegård 37, 3540 Lynge"
"Julemosegård 131, 3540 Lynge"
"Julemosegård 39, 3540 Lynge"
"Julemosegård 129, 3540 Lynge"
"Julemosegård 127, 3540 Lynge"
"Julemosegård 125, 3540 Lynge"
"Julemosegård 43, 3540 Lynge"
"Julemosegård 115, 3540 Lynge"
"Julemosegård 53, 3540 Lynge"
"Julemosegård 21, 3540 Lynge"
"Julemosegård 23, 3540 Lynge"
"Julemosegård 25, 3540 Lynge"
"Julemosegård 27, 3540 Lynge"
"Julemosegård 29, 3540 Lynge"
"Julemosegård 141, 3540 Lynge"
"Julemosegård 31, 3540 Lynge"
"Julemosegård 139, 3540 Lynge"
"Julemosegård 137, 3540 Lynge"
"Julemosegård 33, 3540 Lynge"
"Julemosegård 135, 3540 Lynge"
"Julemosegård 35, 3540 Lynge"
"Julemosegård 133, 3540 Lynge"
"Julemosegård 123, 3540 Lynge"
"Julemosegård 45, 3540 Lynge"
"Julemosegård 121, 3540 Lynge"
"Julemosegård 47, 3540 Lynge"
"Julemosegård 119, 3540 Lynge"
"Julemosegård 49, 3540 Lynge"
"Julemosegård 117, 3540 Lynge"
"Julemosegård 51, 3540 Lynge"
"Julemosegård 113, 3540 Lynge"
"Julemosegård 2, 3540 Lynge"
"Julemosegård 111, 3540 Lynge"
"Julemosegård 4, 3540 Lynge"
"Julemosegård 109, 3540 Lynge"
"Julemosegård 6, 3540 Lynge"
"Julemosegård 107, 3540 Lynge"
"Julemosegård 8, 3540 Lynge"
"Julemosegård 105, 3540 Lynge"
"Julemosegård 10, 3540 Lynge"
"Julemosegård 82, 3540 Lynge"
"Julemosegård 12, 3540 Lynge"
"Julemosegård 78, 3540 Lynge"
"Julemosegård 14, 3540 Lynge"
"Julemosegård 80, 3540 Lynge"
"Julemosegård 16, 3540 Lynge"
"Julemosegård 76, 3540 Lynge"
"Julemosegård 18, 3540 Lynge"
"Julemosegård 74, 3540 Lynge"
"Julemosegård 20, 3540 Lynge"
"Julemosegård 72, 3540 Lynge"
"Julemosegård 22, 3540 Lynge"
"Julemosegård 70, 3540 Lynge"
"Julemosegård 24, 3540 Lynge"
"Julemosegård 103, 3540 Lynge"
"Julemosegård 26, 3540 Lynge"
"Julemosegård 101, 3540 Lynge"
"Julemosegård 99, 3540 Lynge"
"Julemosegård 28, 3540 Lynge"
"Julemosegård 97, 3540 Lynge"
"Julemosegård 30, 3540 Lynge"
"Julemosegård 32, 3540 Lynge"
"Julemosegård 95, 3540 Lynge"
"Julemosegård 34, 3540 Lynge"
"Julemosegård 93, 3540 Lynge"
"Julemosegård 36, 3540 Lynge"
"Julemosegård 91, 3540 Lynge"
"Julemosegård 38, 3540 Lynge"
"Julemosegård 89, 3540 Lynge"
"Julemosegård 40, 3540 Lynge"
"Julemosegård 87, 3540 Lynge"
"Julemosegård 42, 3540 Lynge"
"Julemosegård 85, 3540 Lynge"
"Julemosegård 44, 3540 Lynge"
"Julemosegård 83, 3540 Lynge"
"Julemosegård 55, 3540 Lynge"
"Julemosegård 81, 3540 Lynge"
"Julemosegård 68, 3540 Lynge"
"Julemosegård 57, 3540 Lynge"
"Julemosegård 66, 3540 Lynge"
"Julemosegård 59, 3540 Lynge"
"Julemosegård 64, 3540 Lynge"
"Julemosegård 61, 3540 Lynge"
"Julemosegård 62, 3540 Lynge"
"Julemosegård 63, 3540 Lynge"
"Julemosegård 60, 3540 Lynge"
"Julemosegård 65, 3540 Lynge"
"Julemosegård 58, 3540 Lynge"
"Julemosegård 67, 3540 Lynge"
"Julemosegård 56, 3540 Lynge"
"Julemosegård 46, 3540 Lynge"
"Julemosegård 79, 3540 Lynge"
"Julemosegård 48, 3540 Lynge"
"Julemosegård 77, 3540 Lynge"
"Julemosegård 50, 3540 Lynge"
"Julemosegård 75, 3540 Lynge"
"Julemosegård 52, 3540 Lynge"
"Julemosegård 73, 3540 Lynge"
"Julemosegård 54, 3540 Lynge"
"Julemosegård 71, 3540 Lynge"
"Julemosegård 69, 3540 Lynge"
"Julemosegård 147, 2, 3540 Lynge"
"Julemosegård 147, 3, 3540 Lynge"
"Julemosegård 147, 1, 3540 Lynge"
"Uggeløse Bygade 89, st. th, 3540 Lynge"
"Uggeløse Bygade 89, 3540 Lynge"
"Uggeløse Bygade 89, st. tv, 3540 Lynge"
"Vassingerødvej 91C, 3540 Lynge"
"Vassingerødvej 91D, 3540 Lynge"
"Vinkelvej 14, st., 3540 Lynge"
"Stenhusvej 4, 3540 Lynge"
"Vassingerødvej 89B, 1., 3540 Lynge"
"Vassingerødvej 89E, 1., 3540 Lynge"
"Vassingerødvej 91C, d, 3540 Lynge"
"Vassingerødvej 89C, 1., 3540 Lynge"
"Vassingerødvej 87E, 3540 Lynge"
"Vassingerødvej 91A, 3540 Lynge"
"Vassingerødvej 87D, st. e, 3540 Lynge"
"Femstykket 5, 3540 Lynge"
"Femstykket 3, st., 3540 Lynge"
"Femstykket 3, 3540 Lynge"
"Rosenlundvej 4A, 3540 Lynge"
"Stensøvej 2, 3540 Lynge"
"Kærhøjgårdsvej 46A, 3540 Lynge"
"Gl Vassingerødvej 4, 3540 Lynge"
"Stensøvej 1, 3540 Lynge"
"Baunesvinget 14, 3540 Lynge"
"Vildroseparken 22, 3540 Lynge"
"Bastrupvej 16, 3540 Lynge"
"Kollerødvej 72, 3540 Lynge"
"Hillerødvej 72, 3540 Lynge"
"Lynge Bygade 24, 3540 Lynge"
"Vassingerød Bygade 5, 3540 Lynge"
"Ringbjerget 21, st., 3540 Lynge"
"Ringbjerget 21, 3540 Lynge"
"Ringbjerget 23, 3540 Lynge"
"Ringbjerget 23, st., 3540 Lynge"
"Kirkevangen 1, 3540 Lynge"
"Bøgevangen 42, st., 3540 Lynge"
"Bastrupvej 6A, st., 3540 Lynge"
