"Trelleborggade 95, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 99, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 101, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 97, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 107, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 103, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 105, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 109, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 111, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 113, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 115, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 117, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 119, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 121, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 123, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 125, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 127, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 129, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 131, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 133, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 93, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 135, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 137, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 139, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 141, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 143, Høje Taastrup, 2630 Taastrup"
"Trelleborggade 145, Høje Taastrup, 2630 Taastrup"
"Frøgård Alle 1D, 9, Høje Taastrup, 2630 Taastrup"
"Frøgård Alle 1D, 7, Høje Taastrup, 2630 Taastrup"
"Frøgård Alle 1D, 5, Høje Taastrup, 2630 Taastrup"
"Frøgård Alle 1D, 3, Høje Taastrup, 2630 Taastrup"
"Frøgård Alle 1D, 2, Høje Taastrup, 2630 Taastrup"
"Frøgård Alle 1D, 4, Høje Taastrup, 2630 Taastrup"
"Frøgård Alle 1D, 8, Høje Taastrup, 2630 Taastrup"
"Frøgård Alle 1D, 11, Høje Taastrup, 2630 Taastrup"
"Frøgård Alle 1D, 10, Høje Taastrup, 2630 Taastrup"
"Frøgård Alle 1D, 6, Høje Taastrup, 2630 Taastrup"
"Frøgård Alle 1E, 6, Høje Taastrup, 2630 Taastrup"
"Frøgård Alle 1E, 8, Høje Taastrup, 2630 Taastrup"
"Frøgård Alle 1E, 9, Høje Taastrup, 2630 Taastrup"
"Frøgård Alle 1E, 7, Høje Taastrup, 2630 Taastrup"
"Frøgård Alle 1E, 5, Høje Taastrup, 2630 Taastrup"
"Frøgård Alle 1E, 3, Høje Taastrup, 2630 Taastrup"
"Frøgård Alle 1E, 10, Høje Taastrup, 2630 Taastrup"
"Frøgård Alle 1E, 1, Høje Taastrup, 2630 Taastrup"
"Frøgård Alle 1E, 4, Høje Taastrup, 2630 Taastrup"
"Frøgård Alle 1E, 2, Høje Taastrup, 2630 Taastrup"
"Frøgård Alle 1E, 11, Høje Taastrup, 2630 Taastrup"
"Øksen 23, Høje Taastrup, 2630 Taastrup"
"Øksen 23, st. 1, Høje Taastrup, 2630 Taastrup"
"Øksen 23, st. 2, Høje Taastrup, 2630 Taastrup"
"Øksen 23, st. 3, Høje Taastrup, 2630 Taastrup"
"Øksen 23, st. 4, Høje Taastrup, 2630 Taastrup"
"Øksen 23, st. 5, Høje Taastrup, 2630 Taastrup"
"Øksen 23, st. 6, Høje Taastrup, 2630 Taastrup"
"Øksen 23, 1. 7, Høje Taastrup, 2630 Taastrup"
"Øksen 23, 1. 8, Høje Taastrup, 2630 Taastrup"
"Øksen 23, 1. 9, Høje Taastrup, 2630 Taastrup"
"Øksen 23, 1. 10, Høje Taastrup, 2630 Taastrup"
"Øksen 23, 1. 11, Høje Taastrup, 2630 Taastrup"
"Øksen 23, 1. 12, Høje Taastrup, 2630 Taastrup"
"Øksen 23, 2. 12, Høje Taastrup, 2630 Taastrup"
"Øksen 23, 2. 13, Høje Taastrup, 2630 Taastrup"
"Øksen 23, 2. 14, Høje Taastrup, 2630 Taastrup"
"Øksen 23, 2. 15, Høje Taastrup, 2630 Taastrup"
"Øksen 23, 2. 16, Høje Taastrup, 2630 Taastrup"
"Øksen 23, 2. 17, Høje Taastrup, 2630 Taastrup"
"Øksen 23, 2. 18, Høje Taastrup, 2630 Taastrup"
"Øksen 23, 2. 19, Høje Taastrup, 2630 Taastrup"
"Øksen 23, 3. 20, Høje Taastrup, 2630 Taastrup"
"Øksen 23, 3. 21, Høje Taastrup, 2630 Taastrup"
"Øksen 23, 3. 22, Høje Taastrup, 2630 Taastrup"
"Øksen 23, 3. 23, Høje Taastrup, 2630 Taastrup"
"Øksen 23, 3. 24, Høje Taastrup, 2630 Taastrup"
"Øksen 23, 3. 25, Høje Taastrup, 2630 Taastrup"
"Øksen 23, 3. 26, Høje Taastrup, 2630 Taastrup"
"Øksen 24, Høje Taastrup, 2630 Taastrup"
"Øksen 24, st. 27, Høje Taastrup, 2630 Taastrup"
"Øksen 24, st. 28, Høje Taastrup, 2630 Taastrup"
"Øksen 24, st. 29, Høje Taastrup, 2630 Taastrup"
"Øksen 24, st. 30, Høje Taastrup, 2630 Taastrup"
"Øksen 24, st. 31, Høje Taastrup, 2630 Taastrup"
"Øksen 24, st. 32, Høje Taastrup, 2630 Taastrup"
"Øksen 24, st. 33, Høje Taastrup, 2630 Taastrup"
"Øksen 24, 1. 39, Høje Taastrup, 2630 Taastrup"
"Øksen 24, 1. 38, Høje Taastrup, 2630 Taastrup"
"Øksen 24, 1. 37, Høje Taastrup, 2630 Taastrup"
"Øksen 24, 1. 40, Høje Taastrup, 2630 Taastrup"
"Øksen 24, 1. 35, Høje Taastrup, 2630 Taastrup"
"Øksen 24, 1. 34, Høje Taastrup, 2630 Taastrup"
"Øksen 24, 1. 36, Høje Taastrup, 2630 Taastrup"
"Øksen 24, 2. 47, Høje Taastrup, 2630 Taastrup"
"Øksen 24, 2. 45, Høje Taastrup, 2630 Taastrup"
"Øksen 24, 2. 44, Høje Taastrup, 2630 Taastrup"
"Øksen 24, 2. 46, Høje Taastrup, 2630 Taastrup"
"Øksen 24, 2. 42, Høje Taastrup, 2630 Taastrup"
"Øksen 24, 2. 41, Høje Taastrup, 2630 Taastrup"
"Øksen 24, 2. 43, Høje Taastrup, 2630 Taastrup"
"Øksen 24, 3. 53, Høje Taastrup, 2630 Taastrup"
"Øksen 24, 3. 48, Høje Taastrup, 2630 Taastrup"
"Øksen 24, 3. 49, Høje Taastrup, 2630 Taastrup"
"Øksen 24, 3. 50, Høje Taastrup, 2630 Taastrup"
"Øksen 24, 3. 51, Høje Taastrup, 2630 Taastrup"
"Øksen 24, 3. 52, Høje Taastrup, 2630 Taastrup"
"Øksen 24, 3. 54, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 6, 2. tv, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 6, st. tv, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 6, st. th, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 8, 1. th, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 8, st. th, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 8, 2. tv, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 8, 1. tv, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 8, st. tv, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 10, 1. th, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 10, 1. tv, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 10, 2. tv, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 10, st. tv, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 10, st. th, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 10, 2. th, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 12, 1. th, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 12, 1. tv, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 12, st. tv, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 12, st. th, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 12, 2. tv, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 12, 2. th, Høje Taastrup, 2630 Taastrup"
"Kærmindevej 3, Høje Taastrup, 2630 Taastrup"
"Kærmindevej 13, Høje Taastrup, 2630 Taastrup"
"Kærmindevej 14, Høje Taastrup, 2630 Taastrup"
"Kærmindevej 17, Høje Taastrup, 2630 Taastrup"
"Kærmindevej 21, Høje Taastrup, 2630 Taastrup"
"Landsbygaden 4A, 32, Sengeløse, 2630 Taastrup"
"Lavendelvej 25, Kraghave, 2630 Taastrup"
"Lavendelvej 29, Kraghave, 2630 Taastrup"
"Lavendelvej 31, Kraghave, 2630 Taastrup"
"Lavendelvej 35, Kraghave, 2630 Taastrup"
"Lavendelvej 37, Kraghave, 2630 Taastrup"
"Lavendelvej 41, Kraghave, 2630 Taastrup"
"Lavendelvej 51, Kraghave, 2630 Taastrup"
"Lavendelvej 53, Kraghave, 2630 Taastrup"
"Lavendelvej 57, Kraghave, 2630 Taastrup"
"Lavendelvej 61, Kraghave, 2630 Taastrup"
"Lavendelvej 63, Kraghave, 2630 Taastrup"
"Lavendelvej 67, Kraghave, 2630 Taastrup"
"Niebuhr Gade 8, 1., Høje Taastrup, 2630 Taastrup"
"Niebuhr Gade 8, 2., Høje Taastrup, 2630 Taastrup"
"Niebuhr Gade 8, st., Høje Taastrup, 2630 Taastrup"
"Niebuhr Gade 10, 1., Høje Taastrup, 2630 Taastrup"
"Niebuhr Gade 10, 2., Høje Taastrup, 2630 Taastrup"
"Niebuhr Gade 10, st., Høje Taastrup, 2630 Taastrup"
"Pileurtvej 1, Kraghave, 2630 Taastrup"
"Pileurtvej 2, Kraghave, 2630 Taastrup"
"Pileurtvej 3, Kraghave, 2630 Taastrup"
"Pileurtvej 4, Kraghave, 2630 Taastrup"
"Pileurtvej 5, Kraghave, 2630 Taastrup"
"Pileurtvej 6, Kraghave, 2630 Taastrup"
"Pileurtvej 7, Kraghave, 2630 Taastrup"
"Pileurtvej 8, Kraghave, 2630 Taastrup"
"Pileurtvej 9, Kraghave, 2630 Taastrup"
"Pileurtvej 10, Kraghave, 2630 Taastrup"
"Pileurtvej 11, Kraghave, 2630 Taastrup"
"Pileurtvej 12, Kraghave, 2630 Taastrup"
"Pileurtvej 13, Kraghave, 2630 Taastrup"
"Pileurtvej 14, Kraghave, 2630 Taastrup"
"Pileurtvej 15, Kraghave, 2630 Taastrup"
"Pileurtvej 16, Kraghave, 2630 Taastrup"
"Pileurtvej 17, Kraghave, 2630 Taastrup"
"Pileurtvej 18, Kraghave, 2630 Taastrup"
"Pileurtvej 19, Kraghave, 2630 Taastrup"
"Pileurtvej 20, Kraghave, 2630 Taastrup"
"Pileurtvej 22, Kraghave, 2630 Taastrup"
"Pileurtvej 24, Kraghave, 2630 Taastrup"
"Øksen 23, 1. 6, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 2, 1. th, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 2, st. tv, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 2, st. th, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 2, 2. tv, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 2, 2. th, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 2, 1. tv, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 4, 1. th, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 4, 1. tv, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 4, 2. tv, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 4, st. tv, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 4, st. th, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 4, 2. th, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 6, 1. th, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 6, 2. th, Høje Taastrup, 2630 Taastrup"
"Eigtveds Alle 6, 1. tv, Høje Taastrup, 2630 Taastrup"
"Valmuen 6, 2630 Taastrup"
"Åvænget 1A, 2630 Taastrup"
"Åvænget 1B, 2630 Taastrup"
"Hammeren 31, st., Høje Taastrup, 2630 Taastrup"
"Skolevej 10D, kl., 2630 Taastrup"
"Kærmindevej 9, Høje Taastrup, 2630 Taastrup"
"Jessensvej 13A, 2630 Taastrup"
"Taastrup Hovedgade 121, 1. th, 2630 Taastrup"
"Taastrup Hovedgade 121, st., 2630 Taastrup"
"Taastrup Hovedgade 121, kl., 2630 Taastrup"
"Taastrup Hovedgade 121, 1. tv, 2630 Taastrup"
"Vintoften 6E, Sengeløse, 2630 Taastrup"
"Vintoften 6F, Sengeløse, 2630 Taastrup"
"Taastrup Hovedgade 113, 2., 2630 Taastrup"
"Taastrup Hovedgade 113, 3., 2630 Taastrup"
"Nattergalevej 1, 2630 Taastrup"
"Tjørnevej 1, 2630 Taastrup"
"Valby Sidegade 9, 2630 Taastrup"
"Valmuen 2, 2630 Taastrup"
"Valmuen 4, 2630 Taastrup"
"Valmuen 8, 2630 Taastrup"
"Valmuen 10, 2630 Taastrup"
"Valmuen 12, 2630 Taastrup"
"Valmuen 14, 2630 Taastrup"
"Valmuen 16, 2630 Taastrup"
"Valmuen 18, 2630 Taastrup"
"Valmuen 20, 2630 Taastrup"
"Valmuen 22, 2630 Taastrup"
"Valmuen 24, 2630 Taastrup"
"Valmuen 26, 2630 Taastrup"
"Valmuen 28, 2630 Taastrup"
"Valmuen 30, 2630 Taastrup"
"Valmuen 32, 2630 Taastrup"
"Valmuen 34, 2630 Taastrup"
"Brunellevej 4, Kraghave, 2630 Taastrup"
"Lavendelvej 39, Kraghave, 2630 Taastrup"
"Strongvej 13, 2630 Taastrup"
"Åvænget 3A, 2630 Taastrup"
"Åvænget 3B, 2630 Taastrup"
"Brunellevej 9, Kraghave, 2630 Taastrup"
"Lavendelvej 59, Kraghave, 2630 Taastrup"
"Lavendelvej 65, Kraghave, 2630 Taastrup"
"Åløbet 4A, Sengeløse, 2630 Taastrup"
"Bondehøjvej 4B, Sengeløse, 2630 Taastrup"
"Budstikken 44, 2630 Taastrup"
"Egekrattet 8, Høje Taastrup, 2630 Taastrup"
"Elme Alle 61, 2630 Taastrup"
"Femkanten B 1, 2630 Taastrup"
"Hvidestensparken 2A, 2630 Taastrup"
"Højgårdstoften 62, 2630 Taastrup"
"Højgårdstoften 342, 2630 Taastrup"
"Ibsensvej 92, 2630 Taastrup"
"Jernbane Alle 31, 2630 Taastrup"
"Kingosvej 35, 1. tv, 2630 Taastrup"
"Kingosvej 69, st. mf, 2630 Taastrup"
"Klovtoftegade 15, Klovtofte, 2630 Taastrup"
"Taastrup Hovedgade 6B, st. th, 2630 Taastrup"
"Taastrup Hovedgade 115, st. 1, 2630 Taastrup"
"Lavendelvej 16, Kraghave, 2630 Taastrup"
"Lindebo 17, st. 99, 2630 Taastrup"
"Lindevangshusene 34, 2. th, 2630 Taastrup"
"Lindevangshusene 96, 1. mf, 2630 Taastrup"
"Lykkens Gave 4, 2630 Taastrup"
"Løvtoften 65, 2630 Taastrup"
"Morelhaven 94, Høje Taastrup, 2630 Taastrup"
"Munkegårds Alle 13, Høje Taastrup, 2630 Taastrup"
"Murskeen 23, st. 642, Høje Taastrup, 2630 Taastrup"
"Nordengen 15, 2630 Taastrup"
"Olivenlunden 33, Høje Taastrup, 2630 Taastrup"
"Parkvej 30, st. 2, 2630 Taastrup"
"Parkvej 143, st. tv, 2630 Taastrup"
"Piletoften 55, 2630 Taastrup"
"Pælestykkerne 4, 2. th, 2630 Taastrup"
"Pælestykkerne 48, 1. 131, 2630 Taastrup"
"Rosenhegnet 77, Høje Taastrup, 2630 Taastrup"
"Ryvej 8, Sengeløse, 2630 Taastrup"
"Røjlehaven 69, 2630 Taastrup"
"Rønnevangshusene 29, st. tv, 2630 Taastrup"
"Sankt Ibs Alle 49, 2630 Taastrup"
"Saven D 2, 1. 1, Høje Taastrup, 2630 Taastrup"
"Slettetoften 35, 2630 Taastrup"
"Spjeldager 1, Sengeløse, 2630 Taastrup"
"Stendiget 30, Sengeløse, 2630 Taastrup"
"Sthensvej 7B, 1. th, 2630 Taastrup"
"Strømsvej 28, Sengeløse, 2630 Taastrup"
"Sylen 18, st. 218, Høje Taastrup, 2630 Taastrup"
"Søndertoften 181, 2630 Taastrup"
"Trekanten B 10, 2630 Taastrup"
"Taastrup Have 12, 1. tv, 2630 Taastrup"
"Taastrup Have 49, st. mf, 2630 Taastrup"
"Taastrupgårdsvej 125, st. a, 2630 Taastrup"
"Taastrupgårdsvej 183, 2. mf, 2630 Taastrup"
"Taastrup Vænge 31, st. 2, 2630 Taastrup"
"Valby Søndergade 17, 2630 Taastrup"
"Vesterby Alle 18, st. th, Høje Taastrup, 2630 Taastrup"
"Vestervej 21, 2630 Taastrup"
"Øksen 8, st. 79, Høje Taastrup, 2630 Taastrup"
"Øllgårdsvej 18, 2630 Taastrup"
"Baunevej 100, 2630 Taastrup"
"Bondehøjvej 4C, Sengeløse, 2630 Taastrup"
"Budstikken 46, 2630 Taastrup"
"Egekrattet 9, Høje Taastrup, 2630 Taastrup"
"Elme Alle 63, 2630 Taastrup"
"Femkanten B 2, 2630 Taastrup"
"Højgårdstoften 63, 2630 Taastrup"
"Højgårdstoften 344, 2630 Taastrup"
"Ibsensvej 93, 2630 Taastrup"
"Jernbane Alle 32, 2630 Taastrup"
"Kingosvej 35, 2. mf, 2630 Taastrup"
"Kingosvej 69, st. th, 2630 Taastrup"
"Klovtoftegade 17, Klovtofte, 2630 Taastrup"
"Taastrup Hovedgade 6B, st. tv, 2630 Taastrup"
"Taastrup Hovedgade 115, st. 2, 2630 Taastrup"
"Lavendelvej 17, Kraghave, 2630 Taastrup"
"Lindebo 17, 1. 101, 2630 Taastrup"
"Lindevangshusene 34, 2. tv, 2630 Taastrup"
"Lindevangshusene 96, 1. th, 2630 Taastrup"
"Lykkens Gave 5, 2630 Taastrup"
"Løvtoften 66, 2630 Taastrup"
"Morelhaven 95, Høje Taastrup, 2630 Taastrup"
"Munkegårds Alle 15, Høje Taastrup, 2630 Taastrup"
"Murskeen 23, 1. 643, Høje Taastrup, 2630 Taastrup"
"Nordengen 16, 2630 Taastrup"
"Olivenlunden 34, Høje Taastrup, 2630 Taastrup"
"Parkvej 30, st. 29, 2630 Taastrup"
"Parkvej 71, 1. th, 2630 Taastrup"
"Parkvej 143, 1. mf, 2630 Taastrup"
"Piletoften 57, 2630 Taastrup"
"Pælestykkerne 4, 2. tv, 2630 Taastrup"
"Pælestykkerne 48, 2. 132, 2630 Taastrup"
"Rosenhegnet 79, Høje Taastrup, 2630 Taastrup"
"Ryvej 8A, Sengeløse, 2630 Taastrup"
"Røjlehaven 71, 2630 Taastrup"
"Rønnevangshusene 29, 1. mf, 2630 Taastrup"
"Sankt Ibs Alle 50, 2630 Taastrup"
"Saven D 2, 1. 2, Høje Taastrup, 2630 Taastrup"
"Slettetoften 36, 2630 Taastrup"
"Spjeldager 2, Sengeløse, 2630 Taastrup"
"Stendiget 31, Sengeløse, 2630 Taastrup"
"Sthensvej 7B, 1. tv, 2630 Taastrup"
"Strømsvej 30, Sengeløse, 2630 Taastrup"
"Sylen 18, 1. 219, Høje Taastrup, 2630 Taastrup"
"Søndertoften 182, 2630 Taastrup"
"Trekanten C 1, 2630 Taastrup"
"Taastrup Have 12, 2. mf, 2630 Taastrup"
"Taastrup Have 49, st. th, 2630 Taastrup"
"Taastrupgårdsvej 125, st. th, 2630 Taastrup"
"Taastrupgårdsvej 183, 2. th, 2630 Taastrup"
"Taastrup Vænge 31, st. 3, 2630 Taastrup"
"Valby Søndergade 19, 2630 Taastrup"
"Vesterby Alle 18, st. tv, Høje Taastrup, 2630 Taastrup"
"Vestervej 22, 2630 Taastrup"
"Øksen 8, 1. 80, Høje Taastrup, 2630 Taastrup"
"Ørnevej 1, 2630 Taastrup"
"Åløbet 18, Sengeløse, 2630 Taastrup"
"Baunevej 101, 2630 Taastrup"
"Bondehøjvej 4D, Sengeløse, 2630 Taastrup"
"Budstikken 48, 2630 Taastrup"
"Egekrattet 10, Høje Taastrup, 2630 Taastrup"
"Elme Alle 65, 2630 Taastrup"
"Femkanten B 3, 2630 Taastrup"
"Grønhøjgårdsvej 73, 2630 Taastrup"
"Hvidestensparken 2B, 2630 Taastrup"
"Højgårdstoften 64, 2630 Taastrup"
"Højgårdstoften 346, 2630 Taastrup"
"Ibsensvej 94, 2630 Taastrup"
"Kingosvej 35, 2. th, 2630 Taastrup"
"Kingosvej 69, st. tv, 2630 Taastrup"
"Klovtoftegade 19, Klovtofte, 2630 Taastrup"
"Taastrup Hovedgade 6B, 1. th, 2630 Taastrup"
"Taastrup Hovedgade 115, 1. mf, 2630 Taastrup"
"Lavendelvej 18, Kraghave, 2630 Taastrup"
"Lindebo 17, 1. 102, 2630 Taastrup"
"Lindevangshusene 36, st. th, 2630 Taastrup"
"Lindevangshusene 96, 1. tv, 2630 Taastrup"
"Lykkens Gave 6, 2630 Taastrup"
"Løvtoften 67, 2630 Taastrup"
"Morelhaven 96, Høje Taastrup, 2630 Taastrup"
"Murskeen 1, 1. 1, Høje Taastrup, 2630 Taastrup"
"Murskeen 23, 1. 644, Høje Taastrup, 2630 Taastrup"
"Nordengen 17, 2630 Taastrup"
"Olivenlunden 35, Høje Taastrup, 2630 Taastrup"
"Parkvej 30, st. 3, 2630 Taastrup"
"Parkvej 71, 1. tv, 2630 Taastrup"
"Parkvej 143, 1. th, 2630 Taastrup"
"Piletoften 59, 2630 Taastrup"
"Pælestykkerne 4, 3. th, 2630 Taastrup"
"Pælestykkerne 48, 2. 133, 2630 Taastrup"
"Rosenhegnet 81, Høje Taastrup, 2630 Taastrup"
"Ryvej 9, Sengeløse, 2630 Taastrup"
"Røjlehaven 73, 2630 Taastrup"
"Rønnevangshusene 29, 1. th, 2630 Taastrup"
"Sankt Ibs Alle 51, 2630 Taastrup"
"Saven D 2, 1. 3, Høje Taastrup, 2630 Taastrup"
"Slettetoften 37, 2630 Taastrup"
"Stendiget 32, Sengeløse, 2630 Taastrup"
"Sthensvej 8, 2630 Taastrup"
"Stubholmen 1, 2630 Taastrup"
"Sylen 18, 1. 220, Høje Taastrup, 2630 Taastrup"
"Søndertoften 183, 2630 Taastrup"
"Trekanten C 2, 2630 Taastrup"
"Taastrup Have 12, 2. th, 2630 Taastrup"
"Taastrup Have 49, st. tv, 2630 Taastrup"
"Taastrupgårdsvej 125, st. tv, 2630 Taastrup"
"Taastrupgårdsvej 183, 2. tv, 2630 Taastrup"
"Taastrup Vænge 31, st. 4, 2630 Taastrup"
"Valby Søndergade 21, 2630 Taastrup"
"Vesterby Alle 18, 1. th, Høje Taastrup, 2630 Taastrup"
"Vestervej 23, 2630 Taastrup"
"Øksen 8, 1. 81, Høje Taastrup, 2630 Taastrup"
"Ørnevej 2, 2630 Taastrup"
"Baunevej 102, 2630 Taastrup"
"Bondehøjvej 4E, Sengeløse, 2630 Taastrup"
"Budstikken 50, 2630 Taastrup"
"Egekrattet 11, Høje Taastrup, 2630 Taastrup"
"Elme Alle 67, 2630 Taastrup"
"Femkanten B 4, 2630 Taastrup"
"Grønhøjgårdsvej 75, 2630 Taastrup"
"Højgårdstoften 65, 2630 Taastrup"
"Højgårdstoften 348, 2630 Taastrup"
"Ibsensvej 95, 2630 Taastrup"
"Kingosvej 35, 2. tv, 2630 Taastrup"
"Kingosvej 69, 1. mf, 2630 Taastrup"
"Klovtoftegade 20, Klovtofte, 2630 Taastrup"
"Taastrup Hovedgade 6B, 1. tv, 2630 Taastrup"
"Taastrup Hovedgade 115, 1. th, 2630 Taastrup"
"Lavendelvej 19, Kraghave, 2630 Taastrup"
"Lindebo 17, 1. 103, 2630 Taastrup"
"Lindevangshusene 36, st. tv, 2630 Taastrup"
"Lindevangshusene 96, 2. mf, 2630 Taastrup"
"Lykkens Gave 7, 2630 Taastrup"
"Løvtoften 68, 2630 Taastrup"
"Morelhaven 97, Høje Taastrup, 2630 Taastrup"
"Murskeen 1, 1. 2, Høje Taastrup, 2630 Taastrup"
"Murskeen 23, 1. 645, Høje Taastrup, 2630 Taastrup"
"Nordengen 18, 2630 Taastrup"
"Olivenlunden 36, Høje Taastrup, 2630 Taastrup"
"Parkvej 30, st. 4, 2630 Taastrup"
"Parkvej 71, 2. th, 2630 Taastrup"
"Parkvej 143, 1. tv, 2630 Taastrup"
"Pælestykkerne 4, 3. tv, 2630 Taastrup"
"Pælestykkerne 48, 2. 134, 2630 Taastrup"
"Rosenhegnet 83, Høje Taastrup, 2630 Taastrup"
"Ryvej 10A, Sengeløse, 2630 Taastrup"
"Røjlehaven 75, 2630 Taastrup"
"Rønnevangshusene 29, 1. tv, 2630 Taastrup"
"Sankt Ibs Alle 52, 2630 Taastrup"
"Saven D 2, 1. 4, Høje Taastrup, 2630 Taastrup"
"Slettetoften 38, 2630 Taastrup"
"Spjeldager 4, Sengeløse, 2630 Taastrup"
"Stendiget 33, Sengeløse, 2630 Taastrup"
"Sthensvej 9, 2630 Taastrup"
"Stubholmen 2, 2630 Taastrup"
"Sylen 18, 2. 221, Høje Taastrup, 2630 Taastrup"
"Søndertoften 184, 2630 Taastrup"
"Trekanten C 3, 2630 Taastrup"
"Taastrup Have 12, 2. tv, 2630 Taastrup"
"Taastrup Have 49, 1. mf, 2630 Taastrup"
"Taastrupgårdsvej 125, 1. th, 2630 Taastrup"
"Taastrupgårdsvej 183, 3. mf, 2630 Taastrup"
"Taastrup Vænge 31, 1. 1, 2630 Taastrup"
"Valby Søndergade 23, 2630 Taastrup"
"Vesterby Alle 18, 1. tv, Høje Taastrup, 2630 Taastrup"
"Vestervej 25, 2630 Taastrup"
"Øksen 8, 2. 82, Høje Taastrup, 2630 Taastrup"
"Ørnevej 3, 2630 Taastrup"
"Baunevej 103, 2630 Taastrup"
"Bondehøjvej 4F, Sengeløse, 2630 Taastrup"
"Budstikken 52, 2630 Taastrup"
"Egekrattet 12, Høje Taastrup, 2630 Taastrup"
"Elme Alle 69, 2630 Taastrup"
"Femkanten B 5, 2630 Taastrup"
"Gadehavegårdsvej 6, st. 1, Høje Taastrup, 2630 Taastrup"
"Grønhøjgårdsvej 77, 2630 Taastrup"
"Hvidestensparken 2C, 2630 Taastrup"
"Højgårdstoften 66, 2630 Taastrup"
"Højgårdstoften 350, 2630 Taastrup"
"Ibsensvej 96, 2630 Taastrup"
"Kingosvej 36, st. mf, 2630 Taastrup"
"Kingosvej 69, 1. th, 2630 Taastrup"
"Klovtoftegade 21, Klovtofte, 2630 Taastrup"
"Taastrup Hovedgade 6B, 2. th, 2630 Taastrup"
"Taastrup Hovedgade 115, 1. tv, 2630 Taastrup"
"Lavendelvej 20, Kraghave, 2630 Taastrup"
"Lindebo 17, 1. 104, 2630 Taastrup"
"Lindevangshusene 36, 1. th, 2630 Taastrup"
"Lindevangshusene 96, 2. th, 2630 Taastrup"
"Lykkens Gave 8, 2630 Taastrup"
"Løvtoften 69, 2630 Taastrup"
"Morelhaven 98, Høje Taastrup, 2630 Taastrup"
"Murskeen 1, 1. 3, Høje Taastrup, 2630 Taastrup"
"Murskeen 23, 2. 646, Høje Taastrup, 2630 Taastrup"
"Nordengen 19, 2630 Taastrup"
"Olivenlunden 37, Høje Taastrup, 2630 Taastrup"
"Parkvej 30, st. 5, 2630 Taastrup"
